skid	name	paper_id	paper_name	annotations	synonyms	FBbt_ID
5787562	Protocerebral_DAN_input_c 3.24.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.24.1 (17042890)	Neuron 5787563 Jaguarundi CMP JH	
5702729	Protocerebral_DAN_input_c 15.11.3#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.3#6 (17042616)	neuron 5702730 MWP Lonsdale	
5689225	Protocerebral_DAN_input_c 13.14.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.14.1 (17042410)	Neuron 3979264 Tempest JH	
5668149	Protocerebral_DAN_input_c 11.16.3#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.3#3 (17042115)	neuron 5668150 Laika LT FW	
5652506	Protocerebral_DAN_input_c 20.4.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.4.0 (17042810)	neuron 5652507 Perfect Storm LT	
5384778	Protocerebral_DAN_input_c 3.21.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.21.0#2 (17042874)	Neuron 5384779 Lady Astor JH	
5422947	Protocerebral_DAN_input_c 11.9.3#17	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#17 (17042187)	LHON-C11 Ventral 3774635 Harissa JH ASB 	
5436400	Protocerebral_DAN_input_c 15.11.2#17	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#17 (17042598)	neuron 5436401 Interpretation of Dreams RT	
5446277	Protocerebral_DAN_input_c 3.13.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.13.0#4 (17042844)	neuron 5446278 TY	
5450972	Protocerebral_DAN_input_c 10.16.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.16.2#2 (17041991)	neuron 5450973 dlALT NM	
5467113	Protocerebral_DAN_input_c 3.9.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.9.0#1 (17042966)	neuron 5467114 TY	
5363909	Protocerebral_DAN_input_c 10.16.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.16.2#1 (17041989)	dlALT  1449743 NM JH	
5480644	Protocerebral_DAN_input_c 3.22.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.22.0#2 (17042884)	neuron 5480645 [SMP.R] AJES Dendrobium	
5496848	Protocerebral_DAN_input_c 13.12.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.12.2 (17042387)	neuron 5496849 Anna Lee Wiley RT	
5528667	Protocerebral_DAN_input_c 13.8.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.8.0#2 (17042492)	neuron 5528668 JW	
5562131	Protocerebral_DAN_input_c 14.10.4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.10.4 (17042514)	neuron 5562132 Seagull JH	
5574260	Protocerebral_DAN_input_c 3.21.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.21.0#3 (17042876)	neuron 5574261 ANS	
5616823	DAN_USN_c 17.3.3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 17.3.3 (17041754)	Neuron 5616824 Lead Pencil JH	
5639973	Protocerebral_DAN_input_c 20.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.1.0 (17042786)	not a PN 57533 ML JH	
5485967	Protocerebral_DAN_input_c 11.9.7#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.7#3 (17042243)	LHON C11A 5485968 Machiavellian Mackerel RJVR ARJ	
6836000	Protocerebral_DAN_input_c 15.8.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.8.0 (17042656)	aSP-g tract 6836001 KMS TY	
6986820	Protocerebral_DAN_input_c 8.2.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 8.2.0 (17042990)	neuron 6986821 MWP Franklin	
6973212	Protocerebral_DAN_input_c 17.2.4#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.2.4#2 (17042666)	[SLP.L/SIP.L]-[SMP.L]-[SMP.R] 6973213 Nimrod KJH	
9768253	Protocerebral_DAN_input_c 12.8.0#11	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.8.0#11 (17042365)	neuron 9768254 [SMP.R] AJES Monet	
9750962	Protocerebral_DAN_input_c 12.10.0#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.10.0#9 (17042263)	neuron 9750963 MWP Perceptron	
9484412	Protocerebral_DAN_input_c 10.10.7#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.10.7#7 (17041973)	putative aSP-f L neuron 9484413 IV	
9431812	Protocerebral_DAN_input_c 10.10.7#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.10.7#6 (17041971)	putative aSP-f L neuron 9431813 IV	
9288348	Protocerebral_DAN_input_c 15.11.3#11	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.3#11 (17042626)	Neuron 9288349 MWP Palliser	
9161973	Protocerebral_DAN_input_c 12.11.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.11.0#2 (17042267)	neuron 6172298 TY FW type5-1	
9117205	Protocerebral_DAN_input_c 3.6.0_OTHERS15#10	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.6.0_OTHERS15#10 (17042916)	mAL upstream 9117206 KMS	
9116686	Protocerebral_DAN_input_c 2.4.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 2.4.0 (17042784)	mAL upstream 9116687 KMS	
9114274	Protocerebral_DAN_input_c 3.4.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.4.2#2 (17042904)	mAL upstream 9114275 KMS	
9060497	Protocerebral_DAN_input_c 15.11.1#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.1#6 (17042562)	LAL.R-CRE.R 9060498 Adonis Blue KJH	
8975752	Protocerebral_DAN_input_c 13.13.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.13.1 (17042394)	CRE.R-LAL.R 8975753 Small White KJH	
8975744	Protocerebral_DAN_input_c 3.5.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.5.0#3 (17042910)	SMP.R-CRE.R-SMP.L 8975745 Common Brimstone KJH	
8964574	Protocerebral_DAN_input_c 15.13.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.13.0#3 (17042642)	neuron 8964575 [CRE.R]-[SMP.R] AJES Renoir	
8963508	Protocerebral_DAN_input_c 11.9.5_LHON02#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5_LHON02#7 (17042233)	LH.R-SLP.R-SMP.R 8963509 Purple Hairstreak KJH	
8950876	Protocerebral_DAN_input_c 9.4.2#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.4.2#3 (17043064)	SMP.R 8950877 White-Letter Hairstreak KJH	
8949914	Protocerebral_DAN_input_c 3.8.0#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#9 (17042960)	SMP.R-SIP.R 8949915 Green-Veined White KJH	
8800807	Protocerebral_DAN_input_c 11.16.11	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.11 (17042105)	SMP.R-CRE.R 8800808 Large White KJH	
8302501	Protocerebral_DAN_input_c 17.4.2#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.2#7 (17042698)	neuron 8302502 [SIP.R] (aIP lin) AJES Kollwitz	
8422016	Protocerebral_DAN_input_c 17.4.41#11	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#11 (17042726)	neuron 8422017 [SIP.R] (aIP lin) AJES Rubens	
8429064	Protocerebral_DAN_input_c 13.15.6#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.6#5 (17042460)	neuron 8429065 [SMP.R]-[SIP.R] AJES Van Gogh	
8441910	Protocerebral_DAN_input_c 18.3.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 18.3.0 (17042766)	Neuron 8441911 [SMP.R]-[SEZ.L] AJES Michelangelo	
8444058	Protocerebral_DAN_input_c 3.3.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.3.0#2 (17042900)	Neuron 8444059 split from pMP8 C1	
8458523	Protocerebral_DAN_input_c 10.10.7#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.10.7#5 (17041969)	Putative aSP-f L 8458524 KMS AJES BM	
10097281	Protocerebral_DAN_input_c 15.13.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.13.0#4 (17042644)	neuron 10097282 [CRE.R]-[SMP.R] AJES Chagall	
8589072	Protocerebral_DAN_input_c 17.4.1#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.1#4 (17042684)	SLP.R-SMP.R-SMP.L 8589073 Chalkhill Blue KJH	
8715837	Protocerebral_DAN_input_c 3.8.0#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#8 (17042958)	neuron 8715838 [SMP.R] AJES Selaginella	
8715944	Protocerebral_DAN_input_c 10.4.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.4.0#2 (17042009)	neuron 8715945 [SMP.R]-[SIP.R]-[LH.R] Banksia AJES	
8766291	Protocerebral_DAN_input_c 17.4.2#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.2#8 (17042700)	neuron 8766292 [SIP.R]-[SMP.R] AJES Durer	
8766467	Protocerebral_DAN_input_c 3.7.0#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.7.0#7 (17042942)	CRE.R-MB.R-CRE.L-MB.L 8766468 Orange Tip KJH	
8797089	Protocerebral_DAN_input_c 13.9.1#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.9.1#4 (17042504)	SMP.R-CRE.R 8797090 Black Hairstreak KJH	
8797185	Protocerebral_DAN_input_c 3.6.0_OTHERS15#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.6.0_OTHERS15#4 (17042922)	SMP.R-SMP.L 8797186 Small Blue KJH	
8590207	Protocerebral_DAN_input_c 3.8.0#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#7 (17042956)	neuron 8590208 [SMP.R] Duchamp AJES	
8300430	Protocerebral_DAN_input_c 11.11.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.11.0#4 (17042039)	neuron 8300431 [SMP.R]-[CRE.R]-[CRE.L] AJES Hepworth	
10139636	Protocerebral_DAN_input_c 17.4.2#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.2#9 (17042702)	neuron 10139637 [SIP.R]-[SMP.R] AJES Uglow	
10693809	Protocerebral_DAN_input_c 15.11.4#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.4#4 (17042634)	neuron 10693810 [SMP.R]-[CRE.R] AJES Caravaggio	
15385365	Protocerebral_DAN_input_c 14.3.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.3.2 (17042522)	neuron 5364350 Elevator RT	
12874611	Protocerebral_DAN_input_c 11.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.1.0 (17042026)	Neuron 12874612 GD Brahms	
12838570	Protocerebral_DAN_input_c 15.11.1#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.1#7 (17042564)	neuron 12838571	
12383246	Protocerebral_DAN_input_c 3.12.0_OTHERS16#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.12.0_OTHERS16#5 (17042828)	neuron 12383247 GD Berlioz	
12382427	Protocerebral_DAN_input_c 11.9.5_LHON02#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5_LHON02#6 (17042231)	Butcher upstream PAM-y5 12382428 IS	
12380721	Protocerebral_DAN_input_c 3.12.0_OTHERS16#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.12.0_OTHERS16#9 (17042836)	neuron 12380722 IS Galpsi	
12380089	Protocerebral_DAN_input_c 15.2.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.2.0 (17042648)	Burrowes upstream PAM-y5 12380090 IS	
12252260	Protocerebral_DAN_input_c 9.2.4#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.4#7 (17043036)	Bunce upstream PAM-y5  12252261 IS	
12100695	Protocerebral_DAN_input_c 10.9.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.9.1 (17042022)	Boffin left upstream PAM-y5 12100696 IS	
12100683	Protocerebral_DAN_input_c 17.3.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.3.1 (17042670)	Brandybuck upstream PAM-y5 12100684 IS	
11958252	Protocerebral_DAN_input_c 10.10.4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.10.4 (17041957)	SLP>L->PI neuron 11958253 SB	
11809083	Protocerebral_DAN_input_c 3.18.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.18.0#2 (17042866)	Neuron 11809084 MWP Hot Mess Previously Traced by JJ	
11785195	Protocerebral_DAN_input_c 10.12.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.12.0#3 (17041981)	neuron 11785196 GD Bartok	
11733556	Protocerebral_DAN_input_c 12.9.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.9.0#4 (17042373)	neuron 11733557	
11721441	Protocerebral_DAN_input_c 13.11.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.11.0#3 (17042383)	neuron 11721442 [SMP.R]-[SMP.L] AJES Charlotte's Web	
11713797	Protocerebral_DAN_input_c 3.5.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.5.0#4 (17042912)	neuron 11713798 MWP Aeneas	
11707849	Protocerebral_DAN_input_c 13.15.7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.7 (17042462)	neuron 11707850 MWP Juno	
10787370	Protocerebral_DAN_input_c 13.17.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.17.1#2 (17042474)	neuron 10787371 [SMP.R] AJES Cezanne	
10877097	Protocerebral_DAN_input_c 11.16.10#14	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#14 (17042103)	neuron 10877098 [SMP.R] AJES El Greco	
11122220	Protocerebral_DAN_input_c 3.9.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.9.0#3 (17042970)	Neuron 11122221 Split from neuron 5353954 Robin CMP NF	
11222211	Protocerebral_DAN_input_c 15.13.0#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.13.0#5 (17042646)	CRE.R 11222212 Green Hairstreak KJH	
11409129	Protocerebral_DAN_input_c 12.9.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.9.0#3 (17042371)	neuron 11409130 [SMP.R] AJES Yerba	
11415722	Protocerebral_DAN_input_c 9.4.2#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.4.2#4 (17043066)	neuron 11415723 [SMP.R] AJES Cornus	
10146430	Protocerebral_DAN_input_c 15.11.2#20	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#20 (17042604)	neuron 10146431 [SMP.R]-[CRE.R]-[SIP.R] AJES Ofili	
11478314	Protocerebral_DAN_input_c 11.5.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.5.2 (17042143)	neuron 11478315 [SMP.R] AJES Miconia	
11542989	Protocerebral_DAN_input_c 3.8.0#10	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#10 (17042962)	SMP.R-SIP.R 11542990 Pearl-Bordered Fritillary KJH MWP	
11675823	Protocerebral_DAN_input_c 11.9.5#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.5#3 (17042219)	neuron 11675824 MWP Jove	
11692238	Protocerebral_DAN_input_c 18.2.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 18.2.0 (17042764)	neuron 11692239 MWP Dido	
11695128	Protocerebral_DAN_input_c 11.12.2#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.12.2#6 (17042053)	neuron 11695129 [SMP.R] - SEZ? Lemon Haze AJES 	
11705080	Protocerebral_DAN_input_c 11.9.3#21	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#21 (17042195)	LHON-C11 Ventral 3785538 ASB	
11705504	Protocerebral_DAN_input_c 3.8.0#11	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#11 (17042964)	neuron 11705505 Benzer MWP	
11480149	Protocerebral_DAN_input_c 9.2.5#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.5#2 (17043040)	neuron 11480150 AJES Habenaria	
6901685	Protocerebral_DAN_input_c 9.2.4#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.4#5 (17043032)	neuron 6901686 SLP.R-SIP.R-SMP.R aSP-g tract Escher AJES	
8300310	Protocerebral_DAN_input_c 3.14.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.14.0 (17042854)	neuron 8300311 MWP CHitchens	
8249122	Protocerebral_DAN_input_c 13.16.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.16.0#2 (17042468)	neuron 8249123 MWP Dresselhaus	
7092719	Protocerebral_DAN_input_c 20.2.0#10	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 20.2.0#10 (17042806)	neuron 7092720 MWP deVries	
7092554	Protocerebral_DAN_input_c 10.5.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.5.0 (17042012)	neuron 7092555 MWP Trevor	
7091795	Protocerebral_DAN_input_c 10.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.1.0 (17041949)	neuron 7091796 MWP Mesopelagic	
7065228	Protocerebral_DAN_input_c 14.7.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.7.0#2 (17042542)	neuron 7065229 MWP Hippocampus kuda	
7064347	Protocerebral_DAN_input_c 19.3.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 19.3.1#2 (17042774)	neuron 7064348 [CRE.R]-[CRE.L] AJES Grayson Perry	
7063643	Protocerebral_DAN_input_c 11.13.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.13.0#2 (17042057)	neuron 7063644 MWP Abyssopelagic	
7061362	Protocerebral_DAN_input_c 3.2.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.2.0 (17042868)	neuron 7061363 MWP Cetorhinus maximus	
7060209	Protocerebral_DAN_input_c 3.15.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.15.0 (17042856)	neuron 7060210 MWP Lampris guttatus	
7059920	Protocerebral_DAN_input_c 19.3.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 19.3.2 (17042776)	neuron 7059921 MWP Bathypelagic	
7059660	Protocerebral_DAN_input_c 10.6.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.6.0#2 (17042016)	neuron 7059661 MWP Dugong dugon	
7050586	Protocerebral_DAN_input_c 13.15.8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.15.8 (17042464)	neuron 7050587 MWP Verdi	
7044096	Protocerebral_DAN_input_c 13.4.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.4.0 (17042482)	neuron 7044097 MWP Carson	
7041966	Protocerebral_DAN_input_c 19.3.1#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 19.3.1#1 (17042772)	neuron 7041967 MWP Dermochelys coriacea	
7039956	Protocerebral_DAN_input_c 3.6.0_OTHERS15#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.6.0_OTHERS15#2 (17042918)	neuron 7039957 MWP Lavin	
7039405	Protocerebral_DAN_input_c 14.8.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.8.0 (17042544)	neuron 7039406 [CRE.R]-[CRE.L] Brave New World AJES	
7036909	Protocerebral_DAN_input_c 2.1.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 2.1.0#2 (17042780)	neuron 7036910 MWP Sauron	
7030538	Protocerebral_DAN_input_c 3.4.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.4.2#1 (17042902)	neuron 7030539	
5133500	Protocerebral_DAN_input_c 17.4.6#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.6#1 (17042754)	neuron 5133501 MD	
6997168	Protocerebral_DAN_input_c 9.7.2#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.7.2#4 (17043080)	neuron 6997169 Leeuwenhoek MWP	
6998157	Protocerebral_DAN_input_c 15.11.3#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.3#7 (17042618)	neuron 6998158 MWP VanDerWaals	
7019569	Protocerebral_DAN_input_c 15.11.3#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.3#8 (17042620)	neuron 7019570 MWP Pterois volitans	
